step,sec,dump
13872,0.021,Nsync-grv=         0 Nsync-hyd=      1582  hdeeeeeEccCJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyy????AA00000k1TT7
13873,1.681,Nsync-grv=     86881 Nsync-hyd=     13946  ::D********************************************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXC999HHy++++++++""o?A1F
13874,0.020,Nsync-grv=         0 Nsync-hyd=      1595  hdeeeeeEEcCJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyy???AA00000k1TT7
13875,4.230,Nsync-grv=    297074 Nsync-hyd=     23586  :************************************************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXX999Hy+++oAF
13876,0.021,Nsync-grv=         0 Nsync-hyd=      1588  hdeeeeEEccCJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyy???AA0000011TT7
13877,1.653,Nsync-grv=     86922 Nsync-hyd=     13934  ::D**********************************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXE9999Hy++++++++""oA0T-
13878,0.019,Nsync-grv=         0 Nsync-hyd=      1600  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyy???A00000011TT7
13879,8.642,Nsync-grv=   1371486 Nsync-hyd=    201612  E*********************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXec9999999HHH[[yyy+oA01T
13880,0.018,Nsync-grv=         0 Nsync-hyd=      1625  hdeeeeeeEcJJJ999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[yyyyyyy????AA00000K11TT77
13881,1.763,Nsync-grv=     86771 Nsync-hyd=     13936  ::r******************************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXc99HHH[[y+++++++l"o?A0T-
13882,0.021,Nsync-grv=         0 Nsync-hyd=      1626  hdeeeeeEcCJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyy???A00000011TT777
13883,4.130,Nsync-grv=    297128 Nsync-hyd=     23545  :**************************************************************ttttttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXXXE99Hy+++lo0F
13884,0.021,Nsync-grv=         0 Nsync-hyd=      1585  hdeeeeEEcCJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyy????AA00000011TT7
13885,1.741,Nsync-grv=     86744 Nsync-hyd=     13904  :rd*****************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXJ999H[y+++++++""oA0T-
13886,0.020,Nsync-grv=         0 Nsync-hyd=      1583  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyy???AA000000k1TT7
13887,6.617,Nsync-grv=    601077 Nsync-hyd=     66610  r*********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXc999HH[y++oAKT
13888,0.021,Nsync-grv=         0 Nsync-hyd=      1583  hdeeeeEEccCJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyy???AA0000011TT7
13889,1.656,Nsync-grv=     86410 Nsync-hyd=     13878  ::D**********************************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXe9999H[y++++++++""o?)1F
13890,0.021,Nsync-grv=         0 Nsync-hyd=      1606  hdeeeeeEccCJJj9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyy??A00000k1TT7
13891,4.553,Nsync-grv=    297264 Nsync-hyd=     23512  :**************************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE99Hy+++oAF
13892,0.020,Nsync-grv=         0 Nsync-hyd=      1551  hdeeeeeEcCJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyy?????A00000k1TT777
13893,1.641,Nsync-grv=     86400 Nsync-hyd=     13854  ::D***********************************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXe9999H[y++++++++""?A0T-
13894,0.020,Nsync-grv=         0 Nsync-hyd=      1541  hdeeeeeEccCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyy???????AA0000001TT7
13895,7.734,Nsync-grv=    921137 Nsync-hyd=    161538  D*************************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXec9999999HH[yyy++?A01T
13896,0.018,Nsync-grv=         0 Nsync-hyd=      1558  hdeeeeeeEcCJJj99999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[yyyyyyyyyy???A00000k11T77
13897,1.722,Nsync-grv=     86375 Nsync-hyd=     13847  :rD*****************************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXX9999H[++++++++""oA0T-
13898,0.021,Nsync-grv=         0 Nsync-hyd=      1548  hhhhhhhHdeeeeeEcCCJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyy??????AA00000k1TT7
13899,4.287,Nsync-grv=    297290 Nsync-hyd=     23469  :*********************************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXX999[y+++"AT
13900,0.019,Nsync-grv=         0 Nsync-hyd=      1529  hdeeeeeEEcCJJ999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyy???A0000011TT7
13901,1.693,Nsync-grv=     86122 Nsync-hyd=     13823  ::d******************************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXX9999H[y+++++++""o?A1F
13902,0.020,Nsync-grv=         0 Nsync-hyd=      1537  hdeeeeeEccCJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyy????A0000001TT7
13903,6.429,Nsync-grv=    601379 Nsync-hyd=     66554  r************************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeJ999HHyy++oA17
13904,0.019,Nsync-grv=         0 Nsync-hyd=      1548  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyy????AA00000k1TT7
13905,1.731,Nsync-grv=     85882 Nsync-hyd=     13800  ::d*****************************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXE999HH[+++++++++""?A1F
13906,0.020,Nsync-grv=         0 Nsync-hyd=      1558  hdeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyy????A0000001TT7
13907,4.250,Nsync-grv=    297338 Nsync-hyd=     23447  :*************************************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXX999[++++o)F
13908,0.020,Nsync-grv=         0 Nsync-hyd=      1549  hdeeeeEEccCJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyy???A00000k1TT7
13909,1.774,Nsync-grv=     86172 Nsync-hyd=     13808  ::E**************************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXX9999Hy++++++++"o?AKF
13910,0.019,Nsync-grv=         0 Nsync-hyd=      1580  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyy????AA000000k1TT7
13911,8.166,Nsync-grv=   1063124 Nsync-hyd=    199365  D****************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeEcC9999999HHH[yy++?A01T
13912,0.018,Nsync-grv=         0 Nsync-hyd=      1588  hdeeeeeeEcJJJ9999999999999999999999999999999999999999999999999999999999999999999999HHHHHHHH[[[[[yyyyyy????AA00000011TT77
13913,1.819,Nsync-grv=     85975 Nsync-hyd=     13798  :rE*************************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXC999H[y+++++++"o?A1-
13914,0.021,Nsync-grv=         0 Nsync-hyd=      1644  hdeeeeEEcCJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyy?????AA000001TT777
13915,4.486,Nsync-grv=    297350 Nsync-hyd=     23415  :*******************************************************ttttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXC99Hy+++oAF
13916,0.023,Nsync-grv=         0 Nsync-hyd=      1629  hdeeeeEEcCCJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy???AA00000k1TT7
13917,1.742,Nsync-grv=     86081 Nsync-hyd=     13769  ::d****************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXe9999Hy+++++++l"o?A1F
13918,0.020,Nsync-grv=         0 Nsync-hyd=      1627  hdeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyy???A000000k1TT7
13919,6.654,Nsync-grv=    601763 Nsync-hyd=     66551  r********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc999HH[y++"AKT
13920,0.022,Nsync-grv=         0 Nsync-hyd=      1636  HeeeeeEccCJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyy??????A00000k1TT7
13921,1.732,Nsync-grv=     85969 Nsync-hyd=     13748  :rd*****************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXe9999Hy++++++++""oA00T-
13922,0.021,Nsync-grv=         0 Nsync-hyd=      1649  hdeeeeEEccCJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyy???AA000001TT7
13923,4.390,Nsync-grv=    297328 Nsync-hyd=     23362  :********************************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXX999[y+++o)F
13924,0.022,Nsync-grv=         0 Nsync-hyd=      1622  hdeeeeEEcCJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyyyyyyyy?AA00000k11T777
13925,1.750,Nsync-grv=     86057 Nsync-hyd=     13778  ::E****************************************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXe9999Hy++++++++""?AKF
13926,0.020,Nsync-grv=         0 Nsync-hyd=      1618  hdeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyy???AA0000011TT7
13927,7.848,Nsync-grv=    921085 Nsync-hyd=    161334  D************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeE999999HHH[yyy+"A01T
13928,0.021,Nsync-grv=         0 Nsync-hyd=      1606  hDeeeeEEccJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyy???A00000k1TT7
13929,1.721,Nsync-grv=     86174 Nsync-hyd=     13767  ::D******************************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXe9999Hy++++++++""o?A1F
13930,0.020,Nsync-grv=         0 Nsync-hyd=      1604  hdeeeeeEEcCJJj9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyyy????A0000001TT7
13931,4.143,Nsync-grv=    297402 Nsync-hyd=     23347  :****************************************************************tttttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXXe99Hy+++"?0F
13932,0.020,Nsync-grv=         0 Nsync-hyd=      1610  hdeeeeeEccCJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyy?AA0000011TT7
13933,1.734,Nsync-grv=     86264 Nsync-hyd=     13709  :rd******************************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXJ999H[y++++++++"o?)1-
13934,0.020,Nsync-grv=         0 Nsync-hyd=      1641  hdeeeeeEEcCJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyy??A00000011TT7
13935,5.734,Nsync-grv=    602096 Nsync-hyd=     66525  r*************************************************************ttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXc9999HH[y++"?A17
13936,0.019,Nsync-grv=         0 Nsync-hyd=      1613  hdeeeeeEEcCJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHK[[[[[[[[[[[[yyyyyyyyy??AA00000k11TT7
13937,1.735,Nsync-grv=     86361 Nsync-hyd=     13685  ::d****************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXX9999Hyy+++++++l"o?A1F
13938,0.021,Nsync-grv=         0 Nsync-hyd=      1629  hdeeeeeEEcCCJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyy??AA00000k1TT7
13939,5.041,Nsync-grv=    297447 Nsync-hyd=     23310  r***********************************************tttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe9HH[[[yy+++"A0F
13940,0.067,Nsync-grv=         0 Nsync-hyd=      1580  dEEccccccCJ9999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy??0000001T
13941,2.071,Nsync-grv=     86302 Nsync-hyd=     13637  :re*****************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXEcC99HH[[[[[yy++++++++++++"o??AKF-
13942,0.021,Nsync-grv=         0 Nsync-hyd=      1593  hdeeeeeEcCCJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyy??A00000k1TT7
13943,8.154,Nsync-grv=   1481746 Nsync-hyd=    201294  D******************************************************************ttttttttttttttxxxxxXXXXXXXXXXXXeE99999999HH[[y++??01T
13944,0.018,Nsync-grv=         0 Nsync-hyd=      1577  hdeeeeeEEcCJJj99999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[yyyyyyy??A000000k11T77
13945,1.721,Nsync-grv=     86540 Nsync-hyd=     13631  ::d*****************************************************ttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXe999HHy+++++++""o?A1F
13946,0.019,Nsync-grv=         0 Nsync-hyd=      1552  hdeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyy????AA00000k1TT777
13947,4.337,Nsync-grv=    297524 Nsync-hyd=     23273  :**********************************************************tttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXC99Hy+++o)F
13948,0.018,Nsync-grv=         0 Nsync-hyd=      1523  hdeeeeeEEcCJJ999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[yyyyyyyyy??A)0000011TT7
13949,1.844,Nsync-grv=     86691 Nsync-hyd=     13613  ::D*************************************************ttttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXXX9999Hyy+++++++""?AKF-
13950,0.019,Nsync-grv=         0 Nsync-hyd=      1548  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyy???AA00000k1TT7
13951,6.259,Nsync-grv=    602427 Nsync-hyd=     66500  r****************************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXE9999H[y+++?A17
13952,0.020,Nsync-grv=         0 Nsync-hyd=      1523  hdeeeeEEcCCJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyyyyyy???AA0000011TT7
13953,1.759,Nsync-grv=     86833 Nsync-hyd=     13578  ::E******************************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXe999HHyy+++++++l"o?AKF
13954,0.021,Nsync-grv=         0 Nsync-hyd=      1549  hdeeeeeEccCJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyy??????AA0000K1TT7
13955,4.710,Nsync-grv=    297630 Nsync-hyd=     23247  :*************************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXe99Hy+++oAF
13956,0.021,Nsync-grv=         0 Nsync-hyd=      1519  hdeeeeEEccCJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyy???AA0000011TT777
13957,1.776,Nsync-grv=     86900 Nsync-hyd=     13557  :rE****************************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXE999H[y+++++++l"oA)T-
13958,0.019,Nsync-grv=         0 Nsync-hyd=      1533  hdeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyy???A00000011TT7
13959,7.697,Nsync-grv=    921114 Nsync-hyd=    161179  D****************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXec999999HHH[yyy++?A01T
13960,0.017,Nsync-grv=         0 Nsync-hyd=      1547  hdeeeeeeEcJJJ999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[yyyyyyyy????AA00000k11TT77
13961,1.799,Nsync-grv=     86940 Nsync-hyd=     13562  :rE******************************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXe999HH[[yy+++++++""??A0T-
13962,0.021,Nsync-grv=         0 Nsync-hyd=      1543  hdeeeeEEccCJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyy????A00000011TT7
13963,4.670,Nsync-grv=    297742 Nsync-hyd=     23209  :****************************************************tttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXC99[y+++"A7
13964,0.020,Nsync-grv=         0 Nsync-hyd=      1551  hdeeeeEEccCJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyy??AA00000011TT7
13965,1.731,Nsync-grv=     86938 Nsync-hyd=     13547  ::d*********************************************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXX9999H[y+++++++l"o?A1F
13966,0.022,Nsync-grv=         0 Nsync-hyd=      1576  hdeeeeEEcCJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyy??????A00000k1TT7
13967,6.495,Nsync-grv=    602687 Nsync-hyd=     66428  r************************************************tttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXeC999HHyy++oAKT
13968,0.019,Nsync-grv=         0 Nsync-hyd=      1549  hdeeeeeEccCJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyy????A00000W11TT7
13969,1.675,Nsync-grv=     87099 Nsync-hyd=     13548  ::D************************************************************tttttttttttttttxxxxxxxxxxXXXXXXXXXe9999H[y++++++++""o?A1F
13970,0.020,Nsync-grv=         0 Nsync-hyd=      1564  hdeeeeeEECCJJ9999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[yyyyyyyyyyyyyyy??AA0000011TT7
13971,4.739,Nsync-grv=    297747 Nsync-hyd=     23182  :************************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe99Hy+++oAF
13972,0.019,Nsync-grv=         0 Nsync-hyd=      1558  hdeeeeEEEcCCJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyy???AA0000011TT7
13973,1.822,Nsync-grv=     87274 Nsync-hyd=     13537  :rE*************************************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXe9999Hy+++++++l"oA)T-
13974,0.021,Nsync-grv=         0 Nsync-hyd=      1554  hdeeeeeEccCJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyy????AA00000k1TT7
13975,8.046,Nsync-grv=   1063132 Nsync-hyd=    198826  D****************************************************tttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXdeC9999999HHH[[yy++?A01T
13976,0.019,Nsync-grv=         0 Nsync-hyd=      1519  hdeeeeeEECCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyy???AA00000k1TT77
13977,1.706,Nsync-grv=     87308 Nsync-hyd=     13528  ::d**********************************************************tttttttttttttttttxxxxxXXXXXXXXXXXXXXXX9999H[++++++++""o?I1-
13978,0.021,Nsync-grv=         0 Nsync-hyd=      1546  hdeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyy??????A000001TT777
13979,4.841,Nsync-grv=    297814 Nsync-hyd=     23171  :**************************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXc99HH[yy++++o?0F
13980,0.019,Nsync-grv=         0 Nsync-hyd=      1525  hdeeeeeEcCJJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyy?AA00000111TT7
13981,1.824,Nsync-grv=     87426 Nsync-hyd=     13494  ::E**************************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXX9999H[y+++++++"o?AKF
13982,0.019,Nsync-grv=         0 Nsync-hyd=      1552  hdeeeeeeEcJJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[yyyyyyyy?????AA00000001TTT7
13983,6.318,Nsync-grv=    602925 Nsync-hyd=     66355  r**************************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE9999H[y++oA17
13984,0.022,Nsync-grv=         0 Nsync-hyd=      1540  hDeeeEEcccJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyy???AA0000011TT7
13985,1.786,Nsync-grv=     87595 Nsync-hyd=     13503  ::E*****************************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXX9999Hy++++++++"o?AkF
13986,0.020,Nsync-grv=         0 Nsync-hyd=      1571  hdeeeeeeEcCJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[yyyyyyy?????AA0000001TTT7
13987,4.669,Nsync-grv=    297717 Nsync-hyd=     23147  :***************************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXe99Hy+++oAF
13988,0.022,Nsync-grv=         0 Nsync-hyd=      1574  hdeeeeEEccCJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyy????AA0000k1TT777
13989,1.779,Nsync-grv=     87893 Nsync-hyd=     13514  ::E******************************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXe9999Hy++++++++"o?AKF
13990,0.021,Nsync-grv=         0 Nsync-hyd=      1596  hdeeeeeEcCJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyy?????AA0000011TT7
13991,7.814,Nsync-grv=    921229 Nsync-hyd=    161014  D**************************************************ttttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXeEC999999HHH[yy++?A01T
13992,0.032,Nsync-grv=         0 Nsync-hyd=      1558  HeeEEEcccCCJJ99999999999999999999999HHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy????AA000001TT7
13993,1.835,Nsync-grv=     88031 Nsync-hyd=     13522  :rE****************************************************ttttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXXe9999Hy++++++++++"o?)1-
13994,0.020,Nsync-grv=         0 Nsync-hyd=      1611  hdeeeeeEECJJj99999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyy???A000000k1TT7
13995,4.501,Nsync-grv=    297687 Nsync-hyd=     23100  :*******************************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXJ99[y+++oAF
13996,0.019,Nsync-grv=         0 Nsync-hyd=      1581  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyy???A00000011TT7
13997,1.718,Nsync-grv=     88177 Nsync-hyd=     13512  ::d*********************************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXc999H[y++++++++l"o?A1F
13998,0.020,Nsync-grv=         0 Nsync-hyd=      1636  hdeeeeeEEcJJJ999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyy??????AA00000kTTT7
13999,6.497,Nsync-grv=    603242 Nsync-hyd=     66305  r************************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXc999HH[y++"A1T
14000,0.019,Nsync-grv=         0 Nsync-hyd=      1544  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyy????A00000011TT7
14001,1.806,Nsync-grv=     88472 Nsync-hyd=     13515  :rE*******************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXX999HHyy+++++++""oA0T-
14002,0.020,Nsync-grv=         0 Nsync-hyd=      1592  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyy???A00000011TT7
14003,4.508,Nsync-grv=    297698 Nsync-hyd=     23049  :********************************************************ttttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99H[y+++oAF
14004,0.019,Nsync-grv=         0 Nsync-hyd=      1547  hdeeeeeEEcCJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyy???AA00000k1TTT7
14005,1.700,Nsync-grv=     88544 Nsync-hyd=     13524  ::D***************************************************************tttttttttttttttxxxxxxXXXXXXXXXXXX9999Hy++++++++l"o?A1F
14006,0.020,Nsync-grv=         0 Nsync-hyd=      1635  hdeeeeeEEcCJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyy???A000000011TT7
14007,8.891,Nsync-grv=   1369990 Nsync-hyd=    200462  r********************************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXeE9999999HHH[[[yy+"?01TF
14008,0.020,Nsync-grv=         0 Nsync-hyd=      1581  hdeeeeeEEcJJj99999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyy????AA00000011TT777
